               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 167,            0.018264,           0.0054177,                   0,             0.91523,                0.84,             0.90058,             0.51536,            0.029986,           0.0043012,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.018133,           0.0051496,                   0,             0.89281,                0.86,              0.8957,             0.51812,              0.0298,           0.0043848,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.018684,           0.0052556,                   0,             0.93262,                0.84,             0.89336,             0.51926,            0.030187,           0.0043483,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.017796,           0.0050261,                   0,             0.91978,                0.82,             0.86061,             0.48855,             0.03079,           0.0045179,                   0,            0.004423,            0.004423,            0.004423
                 171,            0.017655,           0.0051007,                   0,              0.9438,                0.84,             0.86384,             0.49513,            0.030334,           0.0045874,                   0,             0.00439,             0.00439,             0.00439
                 172,            0.017359,            0.005177,                   0,             0.93251,             0.82907,             0.86499,             0.50609,            0.030262,           0.0045495,                   0,            0.004357,            0.004357,            0.004357
                 173,            0.018432,           0.0056635,                   0,              0.8881,                0.84,             0.86607,             0.50448,            0.030155,           0.0045443,                   0,            0.004324,            0.004324,            0.004324
                 174,            0.017779,            0.005114,                   0,             0.89221,             0.82782,             0.86327,             0.50252,            0.030428,           0.0046061,                   0,            0.004291,            0.004291,            0.004291
                 175,            0.017358,           0.0051438,                   0,             0.92391,                0.84,             0.86007,             0.49107,            0.030611,           0.0046215,                   0,            0.004258,            0.004258,            0.004258
                 176,            0.017893,           0.0053489,                   0,             0.91241,                0.84,              0.8576,             0.48308,            0.031206,           0.0046637,                   0,            0.004225,            0.004225,            0.004225
                 177,            0.017918,           0.0053068,                   0,              0.9235,                0.84,             0.86125,             0.50192,            0.031078,           0.0045735,                   0,            0.004192,            0.004192,            0.004192
                 178,            0.018517,           0.0049874,                   0,             0.95426,                0.86,             0.89849,             0.51329,            0.030771,            0.004568,                   0,            0.004159,            0.004159,            0.004159
                 179,            0.017406,           0.0050814,                   0,             0.95535,             0.85588,             0.89744,             0.50162,             0.03126,           0.0045399,                   0,            0.004126,            0.004126,            0.004126
                 180,            0.017951,           0.0052516,                   0,             0.89023,                0.84,             0.85434,              0.4977,            0.031183,           0.0046318,                   0,            0.004093,            0.004093,            0.004093
                 181,            0.017181,           0.0048309,                   0,             0.89914,                0.84,              0.8627,             0.50167,            0.031038,           0.0046181,                   0,             0.00406,             0.00406,             0.00406
                 182,            0.018332,           0.0053989,                   0,             0.91018,                0.86,             0.90698,             0.51302,            0.030374,           0.0045214,                   0,            0.004027,            0.004027,            0.004027
                 183,            0.017992,           0.0050707,                   0,             0.91477,                0.86,              0.8987,              0.5024,            0.030345,           0.0044743,                   0,            0.003994,            0.003994,            0.003994
                 184,             0.01753,           0.0051147,                   0,             0.90618,                0.82,             0.86164,             0.49735,            0.030784,           0.0044178,                   0,            0.003961,            0.003961,            0.003961
                 185,            0.018085,            0.005061,                   0,             0.93174,                0.86,              0.8953,             0.50035,            0.031065,           0.0044313,                   0,            0.003928,            0.003928,            0.003928
                 186,            0.017212,           0.0048018,                   0,             0.92947,                0.86,             0.89965,              0.5086,             0.03051,           0.0043264,                   0,            0.003895,            0.003895,            0.003895
                 187,            0.017155,           0.0050843,                   0,             0.91292,             0.83869,             0.86482,              0.5082,            0.030126,           0.0043603,                   0,            0.003862,            0.003862,            0.003862
                 188,             0.01694,             0.00511,                   0,             0.91369,               0.847,             0.90029,              0.5177,            0.030214,           0.0044298,                   0,            0.003829,            0.003829,            0.003829
                 189,            0.017875,           0.0047907,                   0,             0.93167,                0.86,             0.90291,             0.52135,            0.030709,           0.0043918,                   0,            0.003796,            0.003796,            0.003796
                 190,            0.017182,           0.0050843,                   0,              0.9239,                0.86,             0.90101,             0.52671,            0.030568,           0.0043811,                   0,            0.003763,            0.003763,            0.003763
                 191,             0.01718,           0.0050365,                   0,             0.94321,                0.86,             0.90437,             0.52737,            0.030511,           0.0044182,                   0,             0.00373,             0.00373,             0.00373
                 192,            0.017751,           0.0051009,                   0,             0.91624,                0.84,             0.90378,             0.52669,             0.03055,           0.0044869,                   0,            0.003697,            0.003697,            0.003697
                 193,            0.017561,           0.0047102,                   0,             0.93806,                0.84,             0.90642,             0.52986,            0.030491,           0.0044026,                   0,            0.003664,            0.003664,            0.003664
                 194,            0.016813,           0.0047945,                   0,             0.89566,             0.85841,             0.87597,             0.51349,            0.030155,           0.0044025,                   0,            0.003631,            0.003631,            0.003631
                 195,            0.016911,           0.0049965,                   0,             0.96001,                0.86,             0.90333,             0.51243,            0.030419,           0.0044791,                   0,            0.003598,            0.003598,            0.003598
